id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147200, Deep Fried Mozzarella Cheese Sticks, mozzarella cheese, 16, ounces, , 1469.6377, 123.4677, 61.5071, 81.0569, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148433, Roasted Baby Potatoes With Anchovy Butter, red potato, 2, lbs, , 635.0301, 144.2425, 17.1458, 1.2701, , , 
148433, Roasted Baby Potatoes With Anchovy Butter, olive oil, 2, tablespoons, , 238.68, 0.0, 0.0, 27.0, , , 
148433, Roasted Baby Potatoes With Anchovy Butter, garlic, 2, teaspoons, chopped, 8.344, 1.8514, 0.3562, 0.027999999999999997, , , 
148433, Roasted Baby Potatoes With Anchovy Butter, salt black pepper, , , ground, -, -, -, -, , , 
148433, Roasted Baby Potatoes With Anchovy Butter, rosemary sprig, 2 -3, , chopped, -, -, -, -, , , 
148433, Roasted Baby Potatoes With Anchovy Butter, butter, 1/4, cup, unsalted, 342.0, 15.714, 10.686, 28.8, , , 
148433, Roasted Baby Potatoes With Anchovy Butter, anchovy, 2, , chopped, -, -, -, -, , , 
148433, Roasted Baby Potatoes With Anchovy Butter, garlic, 1/2, teaspoon, chopped, 8.344, 1.8514, 0.3562, 0.027999999999999997, , , 
148433, Roasted Baby Potatoes With Anchovy Butter, parsley, 2, tablespoons, chopped, 2.736, 0.4811, 0.2257, 0.06, , , 
148433, Roasted Baby Potatoes With Anchovy Butter, salt black pepper, , , ground, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148434, Moonbeams, sugar, 1 1/2, cups, powdered, 700.2, 179.58599999999998, 0.0, 0.0, , , 
148434, Moonbeams, butter, 1, cup, softened, 1368.0, 62.856, 42.744, 115.2, , , 
148434, Moonbeams, egg, 1, , , 71.5, 0.36, 6.28, 4.755, , , 
148434, Moonbeams, almond extract, 1, teaspoon, , -, -, -, -, , , 
148434, Moonbeams, purpose flour, 2 1/2, cups, , -, -, -, -, , , 
148434, Moonbeams, cream tartar, 1, teaspoon, , 7.74, 1.845, 0.0, 0.0, , , 
148434, Moonbeams, baking soda, 1, teaspoon, , 0.0, 0.0, 0.0, 0.0, , , 
148434, Moonbeams, chocolate chip, 1, cup, semi-sweet melted, -, -, -, -, , , 
148434, Moonbeams, sugar, , , powdered, 700.2, 179.58599999999998, 0.0, 0.0, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148430, Apple Cider Cured Smoked Salmon, brown sugar, 1, cup, , 836.0, 215.798, 0.264, 0.0, , , 
148430, Apple Cider Cured Smoked Salmon, salt, 1/4, cup, , -, -, -, -, , , 
148430, Apple Cider Cured Smoked Salmon, apple cider, 4, cups, , -, -, -, -, , , 
148430, Apple Cider Cured Smoked Salmon, cinnamon, 2, , , -, -, -, -, , , 
148430, Apple Cider Cured Smoked Salmon, fennel seed, 1, teaspoon, , 6.9, 1.0458, 0.316, 0.2974, , , 
148430, Apple Cider Cured Smoked Salmon, allspice, 1, teaspoon, , 4.997, 1.3703, 0.1157, 0.1651, , , 
148430, Apple Cider Cured Smoked Salmon, black peppercorn, 1, teaspoon, , -, -, -, -, , , 
148430, Apple Cider Cured Smoked Salmon, bay leaf, 2, , , -, -, -, -, , , 
148430, Apple Cider Cured Smoked Salmon, red pepper flake, 1, teaspoon, , -, -, -, -, , , 
148430, Apple Cider Cured Smoked Salmon, thyme, 6, sprigs, , -, -, -, -, , , 
148430, Apple Cider Cured Smoked Salmon, salmon fillet, 1, pound, , 643.7348, 0.0, 89.9415, 28.7414, , , 
148430, Apple Cider Cured Smoked Salmon, wood chip, 1, bunch, soaked, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148435, BBQ Chicken With a Zing, chicken breast, 1, lb, boneless skinless, 780.1798, 0.0, 94.5741, 41.9573, , , 
148435, BBQ Chicken With a Zing, mustard, 1/2, cup, , 7.56, 1.3076, 0.8008, 0.1176, , , 
148435, BBQ Chicken With a Zing, white vinegar, 1/4, cup, , 10.71, 0.0238, 0.0, 0.0, , , 
148435, BBQ Chicken With a Zing, lemon juice, 1/4, cup, , 13.42, 4.209, 0.2135, 0.1464, , , 
148435, BBQ Chicken With a Zing, lite olive oil, 1/4, cup, , -, -, -, -, , , 
148435, BBQ Chicken With a Zing, honey, 2, tablespoons, , -, -, -, -, , , 
148435, BBQ Chicken With a Zing, garlic clove, 3, , minced, 13.41, 2.9754, 0.5724, 0.045, , , 
148435, BBQ Chicken With a Zing, oregano, 1, tablespoon, crushed dried, 7.95, 2.0676, 0.27, 0.1284, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148436, Chewy Chocolate Gingerbread Cookies, chocolate, 7, ounces, semisweet, 115.0989, 18.7929, 4.088, 2.8576, , , 
148436, Chewy Chocolate Gingerbread Cookies, purpose flour, 1 1/2, cups, , -, -, -, -, , , 
148436, Chewy Chocolate Gingerbread Cookies, purpose flour, 1, tablespoon, , -, -, -, -, , , 
148436, Chewy Chocolate Gingerbread Cookies, ginger, 1 1/4, 1/4, ground, 2.0, 0.4442, 0.0455, 0.0188, , , 
148436, Chewy Chocolate Gingerbread Cookies, cinnamon, 1, teaspoon, ground, -, -, -, -, , , 
148436, Chewy Chocolate Gingerbread Cookies, clove, 1/4, teaspoon, ground, 1.4385, 0.344, 0.0313, 0.0682, , , 
148436, Chewy Chocolate Gingerbread Cookies, nutmeg, 1/4, teaspoon, ground, 2.8875, 0.2711, 0.0321, 0.1997, , , 
148436, Chewy Chocolate Gingerbread Cookies, cocoa powder, 1, tablespoon, , 12.312000000000001, 3.1266, 1.0584, 0.7398, , , 
148436, Chewy Chocolate Gingerbread Cookies, butter, 8, tablespoons, unsalted, 684.0, 31.428, 21.372, 57.6, , , 
148436, Chewy Chocolate Gingerbread Cookies, ginger, 1, tablespoon, grated, 17.42, 3.7242, 0.467, 0.2205, , , 
148436, Chewy Chocolate Gingerbread Cookies, dark brown sugar, 1/2, cup, , -, -, -, -, , , 
148436, Chewy Chocolate Gingerbread Cookies, unsulphured molasses, 1/2, cup, unsulphured, -, -, -, -, , , 
148436, Chewy Chocolate Gingerbread Cookies, baking soda, 1, teaspoon, , 0.0, 0.0, 0.0, 0.0, , , 
148436, Chewy Chocolate Gingerbread Cookies, sugar, 1/4, cup, granulated, 79.95, 15.002, 2.5025, 1.248, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148437, Adams  Snickerdoodles  2004 (Canadian), butter, 1, cup, salted, 1368.0, 62.856, 42.744, 115.2, , , 
148437, Adams  Snickerdoodles  2004 (Canadian), sugar, 1, cup, granulated, 319.8, 60.008, 10.01, 4.992, , , 
148437, Adams  Snickerdoodles  2004 (Canadian), brown sugar, 1/2, cup, , 418.0, 107.899, 0.132, 0.0, , , 
148437, Adams  Snickerdoodles  2004 (Canadian), golden syrup, 1, tablespoon, , -, -, -, -, , , 
148437, Adams  Snickerdoodles  2004 (Canadian), egg, 2, , , 143.0, 0.72, 12.56, 9.51, , , 
148437, Adams  Snickerdoodles  2004 (Canadian), vanilla extract, 2, teaspoons, , 24.191999999999997, 1.0626, 0.005, 0.005, , , 
148437, Adams  Snickerdoodles  2004 (Canadian), purpose flour, 3, cups, , -, -, -, -, , , 
148437, Adams  Snickerdoodles  2004 (Canadian), baking powder, 1, teaspoon, , 2.438, 1.2742, 0.0, 0.0, , , 
148437, Adams  Snickerdoodles  2004 (Canadian), baking soda, 1, teaspoon, , 0.0, 0.0, 0.0, 0.0, , , 
148437, Adams  Snickerdoodles  2004 (Canadian), salt, 1/4, teaspoon, , -, -, -, -, , , 
148437, Adams  Snickerdoodles  2004 (Canadian), nutmeg, 1/8, teaspoon, grated, 1.4438, 0.1355, 0.0161, 0.0999, , , 
148437, Adams  Snickerdoodles  2004 (Canadian), sugar, 6, tablespoons, granulated, 319.8, 60.008, 10.01, 4.992, , , 
148437, Adams  Snickerdoodles  2004 (Canadian), cinnamon, 2, tablespoons, ground, -, -, -, -, , , 
148437, Adams  Snickerdoodles  2004 (Canadian), nutmeg, 1, dash, grated, 1.4438, 0.1355, 0.0161, 0.0999, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148443, Best Cinnamon Butter, butter, 1/2, cup, salted, 684.0, 31.428, 21.372, 57.6, , , 
148443, Best Cinnamon Butter, sugar, 2 1/2, teaspoons, granulated, 16.6562, 3.1254, 0.5214, 0.26, , , 
148443, Best Cinnamon Butter, brown sugar, 3, tablespoons, , 102.6, 26.4843, 0.0324, 0.0, , , 
148443, Best Cinnamon Butter, cinnamon, 1, tablespoon, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148444, Fresh Fruit Salsa, mango, 1, , ripe, -, -, -, -, , , 
148444, Fresh Fruit Salsa, papaya, 1, , ripe, -, -, -, -, , , 
148444, Fresh Fruit Salsa, red onion, 1/3, cup, chopped, 21.3333, 4.9813, 0.5867, 0.0533, , , 
148444, Fresh Fruit Salsa, red pepper, 1, , diced, -, -, -, -, , , 
148444, Fresh Fruit Salsa, lime juice, 1/3, cup, , 20.1667, 6.7921, 0.3388, 0.0565, , , 
148444, Fresh Fruit Salsa, english cucumber, 3/4, cup, diced, -, -, -, -, , , 
148444, Fresh Fruit Salsa, cilantro, 1, tablespoon, chopped, 0.23, 0.0367, 0.0213, 0.0052, , , 
148444, Fresh Fruit Salsa, applesauce, 2/3, cup, unsweetened, 68.32, 18.3325, 0.2765, 0.1627, , , 
148444, Fresh Fruit Salsa, sugar, 1, teaspoon, , 18.354, 4.5908, 0.0, 0.0, , , 
148444, Fresh Fruit Salsa, cinnamon, 1/4, teaspoon, ground, -, -, -, -, , , 
148444, Fresh Fruit Salsa, mint, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148445, Tofu Dip, tofu, 1, cup, , 362.88, 7.0056, 43.5204, 21.9744, , , 
148445, Tofu Dip, mayonnaise, 2, tablespoons, , 108.3, 0.0, 0.111, 12.0, , , 
148445, Tofu Dip, plain yogurt, 2, tablespoons, , -, -, -, -, , , 
148445, Tofu Dip, lemon juice, 1, tablespoon, , 3.355, 1.0523, 0.0534, 0.0366, , , 
148445, Tofu Dip, worcestershire sauce, 2, teaspoons, , 8.84, 2.2055, 0.0, 0.0, , , 
148445, Tofu Dip, dijon mustard, 1, teaspoon, , -, -, -, -, , , 
148445, Tofu Dip, anchovy paste, 1, teaspoon, , -, -, -, -, , , 
148445, Tofu Dip, pepper sauce, 1, dash, , -, -, -, -, , , 
148445, Tofu Dip, parmesan cheese, 1/4, cup, grated, 74.0, 8.0, 8.0, 1.0, , , 
148445, Tofu Dip, garlic, 1, clove, smashed, 4.47, 0.9918, 0.1908, 0.015, , , 
148445, Tofu Dip, olive oil, 1, teaspoon, , 39.78, 0.0, 0.0, 4.5, , , 
148445, Tofu Dip, salt pepper, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148442, Browned Butter Ginger Shortbread, butter, 1, cup, , 1368.0, 62.856, 42.744, 115.2, , , 
148442, Browned Butter Ginger Shortbread, icing sugar, 3/4, cup, , -, -, -, -, , , 
148442, Browned Butter Ginger Shortbread, flour, 2, cups, , 1156.56, 253.2108, 18.802, 4.4872, , , 
148442, Browned Butter Ginger Shortbread, ginger, 1/2, cup, chopped candied, 38.4, 8.5296, 0.8736, 0.36, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148438, Zucchini Loaf, egg, 3, , , 214.5, 1.08, 18.84, 14.265, , , 
148438, Zucchini Loaf, oil, 1, cup, , 1795.8, 0.0, 0.574, 203.93400000000003, , , 
148438, Zucchini Loaf, sugar, 2, cups, , 1611.96, 403.19199999999995, 0.0, 0.0, , , 
148438, Zucchini Loaf, zucchini, 3, cups, shredded, 63.24, 11.5692, 4.5012, 1.1904, , , 
148438, Zucchini Loaf, vanilla, 2, teaspoons, , 24.191999999999997, 1.0626, 0.005, 0.005, , , 
148438, Zucchini Loaf, flour, 3, cups, , 1734.84, 379.8162, 28.203000000000003, 6.7308, , , 
148438, Zucchini Loaf, cinnamon, 1, tablespoon, , -, -, -, -, , , 
148438, Zucchini Loaf, baking powder, 1, teaspoon, , 2.438, 1.2742, 0.0, 0.0, , , 
148438, Zucchini Loaf, baking soda, 1, teaspoon, , 0.0, 0.0, 0.0, 0.0, , , 
148438, Zucchini Loaf, salt, 1, teaspoon, , -, -, -, -, , , 
148438, Zucchini Loaf, raisin, 1, cup, , 498.3, 131.208, 5.5935, 0.759, , , 
148438, Zucchini Loaf, walnut, 1/2, cup, chopped, 963.56, 0.0, 0.0, 109.0, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148439, Sour Lemon Snowball Cookies, cream cheese, 4, ounces, low-fat softened, 334.53, 3.969, 8.0514, 32.4324, , , 
148439, Sour Lemon Snowball Cookies, icing sugar, 1/4, cup, , -, -, -, -, , , 
148439, Sour Lemon Snowball Cookies, lemon zest, 1, , , -, -, -, -, , , 
148439, Sour Lemon Snowball Cookies, lemon extract, 2, teaspoons, , 1.88, 0.64, 0.06, 0.012, , , 
148439, Sour Lemon Snowball Cookies, milk, 1, tablespoon, , 9.15, 0.7170000000000001, 0.4725, 0.4905, , , 
148439, Sour Lemon Snowball Cookies, citric acid, 1/4, teaspoon, , -, -, -, -, , , 
148439, Sour Lemon Snowball Cookies, purpose flour, 1, cup, , -, -, -, -, , , 
148439, Sour Lemon Snowball Cookies, salt, 1, pinch, , -, -, -, -, , , 
148439, Sour Lemon Snowball Cookies, lemon hard meat mallet, 1/2, cup, crushed sour, -, -, -, -, , , 
148439, Sour Lemon Snowball Cookies, icing sugar, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148440, Fruit Salad with Yogurt Sauce, vanilla yogurt, 1, cup, , -, -, -, -, , , 
148440, Fruit Salad with Yogurt Sauce, orange juice, 3, tablespoons, , 20.925, 4.836, 0.3255, 0.09300000000000001, , , 
148440, Fruit Salad with Yogurt Sauce, fruit, 4, cups, mixed, 100.32, 23.8128, 4.3296, 0.6864, , , 
148440, Fruit Salad with Yogurt Sauce, mandarin orange, 1, can, , 154.9475, 39.0, 2.3681, 0.9063, , , 
148440, Fruit Salad with Yogurt Sauce, cranberry, 4, tablespoons, dried, 12.65, 3.2918, 0.1265, 0.0358, , , 
148440, Fruit Salad with Yogurt Sauce, lemon juice, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148441, Simple Crunchy Salad, romaine lettuce, 1, , , 7.99, 1.5463, 0.5781, 0.141, , , 
148441, Simple Crunchy Salad, yellow pepper, 1/2, , sweet, -, -, -, -, , , 
148441, Simple Crunchy Salad, orange bell pepper, 1/2, , sweet, -, -, -, -, , , 
148441, Simple Crunchy Salad, red pepper, 1/2, , sweet, 0.625, 0.1377, 0.0292, 0.0069, , , 
148441, Simple Crunchy Salad, green pepper, 1/2, , sweet, 14.9, 3.4568, 0.6407, 0.1267, , , 
148441, Simple Crunchy Salad, tomato, 1, , , 32.76, 7.0798, 1.6016, 0.364, , , 
148441, Simple Crunchy Salad, sea salt, 1/2, teaspoon, , -, -, -, -, , , 
148441, Simple Crunchy Salad, pepper, 1/2, teaspoon, ground, 2.8865, 0.7354, 0.1195, 0.0375, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148450, Mini Meatballs - Original, beef, 1, , ground lean, 530.4012, 0.0, 104.5842, 12.1947, , , 
148450, Mini Meatballs - Original, egg, 1, , beaten, 71.5, 0.36, 6.28, 4.755, , , 
148450, Mini Meatballs - Original, breadcrumb, 1/2, cup, , -, -, -, -, , , 
148450, Mini Meatballs - Original, carrot, 1/3, cup, grated, 17.4933, 4.0875, 0.3968, 0.1024, , , 
148450, Mini Meatballs - Original, onion, 1/3, cup, shredded, 21.3333, 4.9813, 0.5867, 0.0533, , , 
148450, Mini Meatballs - Original, worcestershire sauce, 1, tablespoon, , 13.26, 3.3082, 0.0, 0.0, , , 
148450, Mini Meatballs - Original, salt, 1/2, teaspoon, , -, -, -, -, , , 
148450, Mini Meatballs - Original, pepper, 1/2, teaspoon, , 2.8865, 0.7354, 0.1195, 0.0375, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148447, Grandma's Oatmeal Coconut Squares, brown sugar, 1, cup, , 836.0, 215.798, 0.264, 0.0, , , 
148447, Grandma's Oatmeal Coconut Squares, butter, 1/2, cup, , 684.0, 31.428, 21.372, 57.6, , , 
148447, Grandma's Oatmeal Coconut Squares, oat, 2, cups, rolled, 462.48, 124.4936, 32.524, 13.2164, , , 
148447, Grandma's Oatmeal Coconut Squares, coconut, 1/2, cup, unsweetened shredded dried, 141.6, 6.0920000000000005, 1.3319999999999999, 13.395999999999999, , , 
148447, Grandma's Oatmeal Coconut Squares, vanilla, 1/2, teaspoon, , 6.047999999999999, 0.2656, 0.0013, 0.0013, , , 
148447, Grandma's Oatmeal Coconut Squares, baking powder, 1, teaspoon, , 2.438, 1.2742, 0.0, 0.0, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148453, The Classic Brownie (With Torte and Gluten Free Variations), butter, 1, cup, , 1368.0, 62.856, 42.744, 115.2, , , 
148453, The Classic Brownie (With Torte and Gluten Free Variations), brown sugar, 1, cup, , 836.0, 215.798, 0.264, 0.0, , , 
148453, The Classic Brownie (With Torte and Gluten Free Variations), sugar, 1 1/2, cups, granulated, 479.7, 90.012, 15.015, 7.4879999999999995, , , 
148453, The Classic Brownie (With Torte and Gluten Free Variations), chocolate, 12, ounces, bittersweet chopped, 2034.396, 156.1518, 26.5016, 145.0273, , , 
148453, The Classic Brownie (With Torte and Gluten Free Variations), chocolate, 2, ounces, unsweetened chopped, 32.8854, 5.3694, 1.168, 0.8165, , , 
148453, The Classic Brownie (With Torte and Gluten Free Variations), egg, 6, , , 429.0, 2.16, 37.68, 28.53, , , 
148453, The Classic Brownie (With Torte and Gluten Free Variations), vanilla extract, 1, tablespoon, , 37.44, 1.6445, 0.0078, 0.0078, , , 
148453, The Classic Brownie (With Torte and Gluten Free Variations), kosher salt, 1, teaspoon, , -, -, -, -, , , 
148453, The Classic Brownie (With Torte and Gluten Free Variations), hot water, 1, tablespoon, , 0.0, 0.0, 0.0, 0.0, , , 
148453, The Classic Brownie (With Torte and Gluten Free Variations), purpose flour, 1, cup, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148446, Blueberry Cake, shortening, 1/4, cup, , 453.05, 0.0, 0.0, 51.25, , , 
148446, Blueberry Cake, sugar, 3/4, cup, , 604.485, 151.197, 0.0, 0.0, , , 
148446, Blueberry Cake, egg, 1, , , 71.5, 0.36, 6.28, 4.755, , , 
148446, Blueberry Cake, flour, 1 1/2, cups, , 867.42, 189.9081, 14.1015, 3.3654, , , 
148446, Blueberry Cake, salt, 1/2, teaspoon, , -, -, -, -, , , 
148446, Blueberry Cake, baking powder, 2, teaspoons, , 4.876, 2.5484, 0.0, 0.0, , , 
148446, Blueberry Cake, milk, 1/2, cup, , 74.42, 5.8316, 3.843, 3.9894, , , 
148446, Blueberry Cake, lemon juice, 1/2, teaspoon, , 0.5592, 0.1754, 0.0089, 0.0061, , , 
148446, Blueberry Cake, blueberry, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148448, Pork Tenderloin With Mushroom Pan Sauce, pork tenderloin, 1, lb, , 544.0012, 0.0, 93.6135, 16.0027, , , 
148448, Pork Tenderloin With Mushroom Pan Sauce, salt, 1/4, teaspoon, , -, -, -, -, , , 
148448, Pork Tenderloin With Mushroom Pan Sauce, black pepper, 1/4, teaspoon, ground, 1.4432, 0.3677, 0.0597, 0.0187, , , 
148448, Pork Tenderloin With Mushroom Pan Sauce, vegetable oil, 2, tablespoons, , 234.46400000000003, 0.0, 0.0, 27.2, , , 
148448, Pork Tenderloin With Mushroom Pan Sauce, shallot, 2, , chopped, -, -, -, -, , , 
148448, Pork Tenderloin With Mushroom Pan Sauce, cremini mushroom, 8, ounces, sliced, 201.7333, 0.0, 44.88, 1.1333, , , 
148448, Pork Tenderloin With Mushroom Pan Sauce, thyme, 1/4, teaspoon, dried, 0.20199999999999999, 0.0489, 0.0111, 0.0034, , , 
148448, Pork Tenderloin With Mushroom Pan Sauce, salt, 1, pinch, , -, -, -, -, , , 
148448, Pork Tenderloin With Mushroom Pan Sauce, black pepper, 1, pinch, ground, 1.4432, 0.3677, 0.0597, 0.0187, , , 
148448, Pork Tenderloin With Mushroom Pan Sauce, white wine, 1/4, cup, , -, -, -, -, , , 
148448, Pork Tenderloin With Mushroom Pan Sauce, chicken broth, 1, cup, , 78.12, 1.89, 11.1384, 2.6208, , , 
148448, Pork Tenderloin With Mushroom Pan Sauce, butter, 1, tablespoon, softened, 85.5, 3.9285, 2.6715, 7.2, , , 
148448, Pork Tenderloin With Mushroom Pan Sauce, purpose flour, 1, tablespoon, , 201.7333, 0.0, 44.88, 1.1333, , , 
148448, Pork Tenderloin With Mushroom Pan Sauce, parsley, 3, tablespoons, chopped, 4.104, 0.7216, 0.3386, 0.0901, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148451, Avocado Butter With Baby Shrimp Sandwiches, egg bread white, 6, slices, , 201.7333, 0.0, 44.88, 1.1333, , , 
148451, Avocado Butter With Baby Shrimp Sandwiches, butter, 1/4, cup, , 342.0, 15.714, 10.686, 28.8, , , 
148451, Avocado Butter With Baby Shrimp Sandwiches, avocado, 1, , peeled, -, -, -, -, , , 
148451, Avocado Butter With Baby Shrimp Sandwiches, lemon juice, 1, tablespoon, , 3.355, 1.0523, 0.0534, 0.0366, , , 
148451, Avocado Butter With Baby Shrimp Sandwiches, chili powder, 1, teaspoon, , 7.614, 1.3419, 0.3634, 0.3856, , , 
148451, Avocado Butter With Baby Shrimp Sandwiches, salt, , , , -, -, -, -, , , 
148451, Avocado Butter With Baby Shrimp Sandwiches, baby shrimp, 8, ounces, cooked, 201.7333, 0.0, 44.88, 1.1333, , , 
148451, Avocado Butter With Baby Shrimp Sandwiches, lemon juice, 2, tablespoons, , 3.355, 1.0523, 0.0534, 0.0366, , , 
148451, Avocado Butter With Baby Shrimp Sandwiches, olive oil, 2, tablespoons, , 238.68, 0.0, 0.0, 27.0, , , 
148451, Avocado Butter With Baby Shrimp Sandwiches, pepper sauce, 1/2, teaspoon, , -, -, -, -, , , 
148451, Avocado Butter With Baby Shrimp Sandwiches, salt, , , , -, -, -, -, , , 
148451, Avocado Butter With Baby Shrimp Sandwiches, english cucumber, 1/2, , sliced, 201.7333, 0.0, 44.88, 1.1333, , , 
148451, Avocado Butter With Baby Shrimp Sandwiches, watercress leaf, , , , 201.7333, 0.0, 44.88, 1.1333, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148452, Barbecued Lobster Tails, salt substitute, 1, teaspoon, , 806.9352, 0.0, 179.5204, 4.5333, , , 
148452, Barbecued Lobster Tails, paprika, 1, teaspoon, , 6.486000000000001, 1.2418, 0.3252, 0.2965, , , 
148452, Barbecued Lobster Tails, white pepper, 1/8, teaspoon, , 0.888, 0.2058, 0.0312, 0.0064, , , 
